no;brand;name;new_price;ml;concentration;department;scents;base_note;middle_note;combined_notes;note_length;unique_words;cluster
903;Dolce & Gabbana;3 L'Imperatrice;156;100;EDT;Women;floral;citrus wood musks sandalwood;watermelon cyclamen jasmine;floral citrus wood musks sandalwood watermelon cyclamen jasmine;63;8;0
904;Roberto;Paradiso Assoluto;127;75;EDP;Women;floral;patchouli sandalwood vanilla cashmeran;wild jasmine red lily passionfruit;floral patchouli sandalwood vanilla cashmeran wild jasmine red lily passionfruit;80;10;2
905;CHLOE;Love Story;221;75;EDP;Women;floral;musk cedar cashmirwood patchouli;orange blossom stephanotis rose black currant peach;floral musk cedar cashmirwood patchouli orange blossom stephanotis rose black currant peach;91;12;2
906;Roberto Cavalli;Paradiso Assoluto;139;75;EDP;Women;floral;patchouli sandalwood vanilla cashmeran;wild jasmine red lily passionfruit;floral patchouli sandalwood vanilla cashmeran wild jasmine red lily passionfruit;80;10;2
907;Ajmal;Sacrifice;75;50;EDP;Women;floral;ambergris musk;orange blossom vanilla;floral ambergris musk orange blossom vanilla;44;6;0
908;Estee Lauder;Beautiful;181;75;EDP;Women;floral;sandalwood vetiver amber;orange flower muguet jasmine ylangylang;floral sandalwood vetiver amber orange flower muguet jasmine ylangylang;71;9;2
909;Roberto Cavalli;Paradiso Azzuro;175;75;EDP;Women;fruity;cypress cashmere wood amberwood sandalwood;wild jasmine watery notes apple peach rose tuberose;fruity cypress cashmere wood amberwood sandalwood wild jasmine watery notes apple peach rose tuberose;101;14;2
910;Roberto Cavalli;Paradiso Azzurro;165;75;EDP;Women;fruity;cypress cashmere wood amber wood sandalwood vanilla;wild jasmine watery notes apple tuberose peach rose;fruity cypress cashmere wood amber wood sandalwood vanilla wild jasmine watery notes apple tuberose peach rose;110;15;2
911;Roberto Cavalli;Women;103;75;EDP;Women;arabian;benzointonka beansvanilla;orange tree blossom;arabian benzointonka beansvanilla orange tree blossom;53;6;0
912;GUESS;Dare;75;100;EDT;Women;citrus;coconut accords wood musk;wild rose elegant jasmine;citrus coconut accords wood musk wild rose elegant jasmine;58;9;0
913;Dunhill;Desire Blue;68;100;EDT;Men;fresh;tonka bean musk amber benzoin;orange brazilian rosewood sea notes;fresh tonka bean musk amber benzoin orange brazilian rosewood sea notes;71;11;2
914;BURBERRY;For Women EDP Natural Sp;153;100;EDP;Women;fruity;musk vanilla;woodyfloral sandalwood cedar;fruity musk vanilla woodyfloral sandalwood cedar;48;6;0
915;NINA RICCI;Premier Jour;136;100;EDP;Women;fruity;sandalwood musk vanilla woodsy notes;orchid gardenia;fruity sandalwood musk vanilla woodsy notes orchid gardenia;59;8;0
916;JOVAN;Musk Cologne Sp;19;59;EDT;Women;woody;musk amber wood;ylangylang;woody musk amber wood ylangylang;32;5;0
917;LACOSTE;L.12.12 Blanc-Pure;94;100;EDT;Men;woody;virginia cedar leather suede vetiver;ylangylang tuberose;woody virginia cedar leather suede vetiver ylangylang tuberose;62;8;0
918;HUGO BOSS;The Scent;155;100;EDP;Women;fruity;cacao;osmanthus;fruity cacao osmanthus;22;3;0
919;DAVIDOFF;Adventure;219;100;EDT;Men;woody;vetivercederwhitemusk;warm spices of wild aromatic black sesame south american pimento;woody vetivercederwhitemusk warm spices of wild aromatic black sesame south american pimento;92;12;2
920;PACO RABANNE;Olympéa Intense;166;80;EDP;Women;floral;ambergris cashmere wood sandalwood;paco rabanne olympea vanilla salt;floral ambergris cashmere wood sandalwood paco rabanne olympea vanilla salt;75;10;2
921;Dolce & Gabbana;3 L'Imperatrice;300;100;EDT;Women;floral;citrus wood musks sandalwood;watermelon cyclamen jasmine;floral citrus wood musks sandalwood watermelon cyclamen jasmine;63;8;0
922;Mancera;Red Tobacco;340;120;EDP;Men;woody;precious tobacco amber woody notes vetiver vanilla pods white musk;patchouli leaves jasmine;woody precious tobacco amber woody notes vetiver vanilla pods white musk patchouli leaves jasmine;97;13;2
923;Lattafa;Oud Mood;42;100;EDP;Unisex;woody;musk incense amber resin woody;patchouli caramel agarwood;woody musk incense amber resin woody patchouli caramel agarwood;63;8;0
924;Roberto;Paradiso Assoluto;515;75;EDP;Women;floral;patchouli sandalwood vanilla cashmeran;wild jasmine red lily passionfruit;floral patchouli sandalwood vanilla cashmeran wild jasmine red lily passionfruit;80;10;2
925;Roberto Cavalli;Paradiso Assoluto;515;75;EDP;Women;floral;patchouli sandalwood vanilla cashmeran;wild jasmine red lily passionfruit;floral patchouli sandalwood vanilla cashmeran wild jasmine red lily passionfruit;80;10;2
926;GUCCI;Guilty Absolute;230;90;EDP;Men;woody;woody notes vetiver;patchouli cypress;woody woody notes vetiver patchouli cypress;43;5;0
927;VERSACE;Bright Crystal;169;90;EDT;Women;floral;amber musk mahogany;peonylotus magnolia;floral amber musk mahogany peonylotus magnolia;46;6;0
928;Roberto Cavalli;Paradiso Azzuro;499;75;EDP;Women;fruity;cypress cashmere wood amberwood sandalwood;wild jasmine watery notes apple peach rose tuberose;fruity cypress cashmere wood amberwood sandalwood wild jasmine watery notes apple peach rose tuberose;101;14;2
929;Dunhill;Custom;89;100;EDT;Men;floral;virginia cedar incense;pepper;floral virginia cedar incense pepper;36;5;0
930;Roberto Cavalli;Paradiso Azzurro;499;75;EDP;Women;fruity;cypress cashmere wood amber wood sandalwood vanilla;wild jasmine watery notes apple tuberose peach rose;fruity cypress cashmere wood amber wood sandalwood vanilla wild jasmine watery notes apple tuberose peach rose;110;15;2
931;GUESS;Dare;75;100;EDT;Women;citrus;coconut accords wood musk;wild rose elegant jasmine;citrus coconut accords wood musk wild rose elegant jasmine;58;9;0
932;DAVIDOFF;Hot Water;76;110;EDT;Men;arabian;styrax benzoin;pimento patchouli;arabian styrax benzoin pimento patchouli;40;5;0
933;BURBERRY;For Women EDP Natural Sp;153;100;EDP;Women;fruity;musk vanilla;woodyfloral sandalwood cedar;fruity musk vanilla woodyfloral sandalwood cedar;48;6;0
934;Dolce & Gabbana;K;269;100;EDT;Men;woody;blood orange pressed sicilian lemon juniper berries;pimento clary sage geranium lavandin;woody blood orange pressed sicilian lemon juniper berries pimento clary sage geranium lavandin;94;13;2
935;JOVAN;Musk Cologne Sp;19;59;EDT;Women;woody;musk amber wood;ylangylang;woody musk amber wood ylangylang;32;5;0
936;Dolce & Gabbana;K;14;100;EDT;Men;aromatic;woody masculine cedarwood vetiver patchouli accords;pimento clary sage geranium lavandin;aromatic woody masculine cedarwood vetiver patchouli accords pimento clary sage geranium lavandin;97;12;2
937;LACOSTE;L.12.12 Blanc-Pure;94;100;EDT;Men;woody;virginia cedar leather suede vetiver;ylangylang tuberose;woody virginia cedar leather suede vetiver ylangylang tuberose;62;8;0
938;TED LAPIDUS;Pour Homme;44;100;EDT;Men;woody;sandalwood tonka bean amber patchouli musk oakmoss cedar tobacco;pine tree honey orris root jasmine caraway petitgrain lilyofthevalley rose brazilian rosewood incense;woody sandalwood tonka bean amber patchouli musk oakmoss cedar tobacco pine tree honey orris root jasmine caraway petitgrain lilyofthevalley rose brazilian rosewood incense;172;23;1
939;HUGO BOSS;Bottled Unlimited;126;100;EDT;Men;vanilla;sandalwood musk;pineapple rose;vanilla sandalwood musk pineapple rose;38;5;0
940;GIORGIO ARMANI;Stronger With You;170;100;EDT;Men;vanilla;vanilla chestnut cedar amber wood guaiac wood;pineapple sage melon cinnamon lavender;vanilla vanilla chestnut cedar amber wood guaiac wood pineapple sage melon cinnamon lavender;92;11;2
941;HUGO BOSS;Ma Vie;137;75;EDP;Women;floral;cedar woody notes;pink freesia jasmine rose;floral cedar woody notes pink freesia jasmine rose;50;8;0
942;DORALL COLLECTION;Pink Hearts;8;100;EDT;Women;floral;caramel musk tonka sandalwood vanilla;red berries lily of valley licorice cotton candy strawberry;floral caramel musk tonka sandalwood vanilla red berries lily of valley licorice cotton candy strawberry;104;15;2
943;Givenchy;Xeryus Rouge;214;100;EDT;Men;woody;cedar wood;red pepper;woody cedar wood red pepper;27;5;0
944;Dolce & Gabbana;The Only One 2;137;100;EDP;Women;floral;tonka patchouli ambergris amber woods;red rose violet coffee;floral tonka patchouli ambergris amber woods red rose violet coffee;67;10;2
945;TESORI D´ORIENTE;White Musk;39;100;EDT;Men;woody;aldehyde jasmine white flowers;rose;woody aldehyde jasmine white flowers rose;41;6;0
946;Mancera;Roses Vanille;248;120;EDP;Women;arabian;cedar vanilla sugar white musk;rose sugar;arabian cedar vanilla sugar white musk rose sugar;49;7;0
947;BURBERRY;My Blush;181;50;EDP;Women;arabian;jasminewisteria;rose petals green apple geranium;arabian jasminewisteria rose petals green apple geranium;56;7;0
948;BURBERRY;My Burberry Blush;199;90;EDP;Women;arabian;jasmine wisteria;rose petals green apple geranium;arabian jasmine wisteria rose petals green apple geranium;57;8;0
949;Guerlain;L'Instant Magic;422;100;EDP;Women;woody;wood almond;rose freesia;woody wood almond rose freesia;30;5;0
950;Dunhill;London;109;75;EDT;Men;arabian;patchouli sandalwood tonka bean vanilla musk;rose geranium jasmine;arabian patchouli sandalwood tonka bean vanilla musk rose geranium jasmine;74;10;2
951;BURBERRY;Body Mini ED;23;5;EDT;Women;woody;sandalwood cashmerean musk amber vanilla;rose iris;woody sandalwood cashmerean musk amber vanilla rose iris;56;8;0
952;TRI;En Joy;9;100;EDT;Women;floral;sandalwood cedar patchoulli musk benzoin;rose jasmine cassis peach;floral sandalwood cedar patchoulli musk benzoin rose jasmine cassis peach;73;10;2
953;Mancera;Rose Greedy;269;120;EDP;Unisex;rose floral;white musk amber vanilla sugar;rose jasmine flowers;rose floral white musk amber vanilla sugar rose jasmine flowers;63;9;0
954;DORALL COLLECTION;Oud Maaruf;11;100;EDT;Men;arabian;sandalwood musk woody amber patchouli oudh dry woodyamber amber;rose raspberry dried fruits ylang geranium jasmin orris muguet saffron;arabian sandalwood musk woody amber patchouli oudh dry woodyamber amber rose raspberry dried fruits ylang geranium jasmin orris muguet saffron;142;19;1
955;BURBERRY;Burberry Body Intense;152;60;EDP;Women;fruity;cashmere wood amber vanille musk;rose sandalwood iris;fruity cashmere wood amber vanille musk rose sandalwood iris;60;9;0
956;Mancera;Roses Vanille;285;120;EDP;Women;arabian;cedar vanilla sugar white musk;rose sugar;arabian cedar vanilla sugar white musk rose sugar;49;7;0
957;Mancera;Roses Vanille;239;120;EDP;Women;arabian;vanilla sugar white musk cedar;rose sugar;arabian vanilla sugar white musk cedar rose sugar;49;7;0
958;Dunhill;Desire;84;100;EDT;Men;fresh;vanilla musk;rose teak wood patchouli;fresh vanilla musk rose teak wood patchouli;43;7;0
959;Parfums Gres;Cabotine;75;100;EDT;Women;floral;cedarwood vanilla tonka bean cybet musk amber;rose tuberose ylangylang ginger lily hyacinth heliotrope freesia violet iris;floral cedarwood vanilla tonka bean cybet musk amber rose tuberose ylangylang ginger lily hyacinth heliotrope freesia violet iris;129;18;1
960;Alina Corel;Monsieur Oud;30;100;EDP;Unisex;musk;cedar musk;rose water;musk cedar musk rose water;26;4;0
961;GIORGIO ARMANI;Si Passione EDP For Wo;235;100;EDP;Women;floral;cedarvanillapatchouli;rosejasmineheliotropepineapple;floral cedarvanillapatchouli rosejasmineheliotropepineapple;59;3;0
962;Yves Saint Laurent;Kouros Silver;190;100;EDT;Men;fruity;amber woody notes;sage;fruity amber woody notes sage;29;5;0
963;Dior;Sauvage Perf;326;100;EDT;Men;floral;tonka bean vanilla olibanum;sandalwood;floral tonka bean vanilla olibanum sandalwood;45;6;0
964;DAVIDOFF;Cool Water;71;75;EDT;Men;aromatic;musk oakmoss cedar amber;sandalwood geranium neroli jasmine;aromatic musk oakmoss cedar amber sandalwood geranium neroli jasmine;68;9;2
965;DAVIDOFF;Cool Water;85;125;EDT;Men;fresh;musk oakmoss cedar tobacco amber;sandalwood jasmine neroli geranium;fresh musk oakmoss cedar tobacco amber sandalwood jasmine neroli geranium;73;10;2
966;BVLGARI;Aqva Marine Pour Homme;163;100;EDT;Men;citrus;virginia cedar amber;seaweed rosemary water notes;citrus virginia cedar amber seaweed rosemary water notes;56;8;0
967;Dior;Sauvage;208;100;EDT;Men;spicy;ambroxan cedar labdanum;sichuan pepper lavender pink pepper vetiver geranium patchouli elemi;spicy ambroxan cedar labdanum sichuan pepper lavender pink pepper vetiver geranium patchouli elemi;98;12;2
968;GUESS;Marciano;80;100;EDT;Men;spicy;woody spicy;spicy lavenday sage;spicy woody spicy spicy lavenday sage;37;4;0
969;GIORGIO ARMANI;Armani Code;280;125;EDT;Men;citrus;leather tobacco tonka bean;star anise olive blossom guaiac wood;citrus leather tobacco tonka bean star anise olive blossom guaiac wood;70;11;2
970;CAROLINA HERRERA;212 Sexy;104;100;EDT;Men;vanilla;sensual oriental character gaiac wood sandalwood bourbon vanilla musk amber;subtle spicy sensuality green pepper floral petal cardamom tonka beans;vanilla sensual oriental character gaiac wood sandalwood bourbon vanilla musk amber subtle spicy sensuality green pepper floral petal cardamom tonka beans;154;20;1
971;BVLGARI;Petits Et Mamans;193;100;EDT;Women;floral;iris vanilla white peach powdery notes;sunflower chamomile rose;floral iris vanilla white peach powdery notes sunflower chamomile rose;70;10;2
972;Justcavalli;Just Cavalli;131;75;EDT;Women;floral;cuddly creamy rosewood;tahitian tiare flowers;floral cuddly creamy rosewood tahitian tiare flowers;52;7;0
973;Jean Paul GAULTIER;Scandal;354;80;EDP;Women;floral;vanilla musk labdanum;tiare flower jasmine orange blossom;floral vanilla musk labdanum tiare flower jasmine orange blossom;64;9;0
974;GUCCI;Bloom Aqua Di Fiori;311;100;EDT;Women;fruity;jasmine;tuberose;fruity jasmine tuberose;23;3;0
975;GUCCI;Bloom;325;100;EDP;Women;floral;rangoon creeper;tuberose;floral rangoon creeper tuberose;31;4;0
976;VERSACE;Crystal Noir;172;90;EDP;Women;floral oriental;sandalwood cashmeran vanilla pod heliotropine;tuberose frangipani jasmine dry;floral oriental sandalwood cashmeran vanilla pod heliotropine tuberose frangipani jasmine dry;93;11;2
977;GUCCI;Bloom Nettare Di Fiori;329;100;EDP;Women;floral;patchoulie musk schijnhulst;tuberose honeysuckle jasmine;floral patchoulie musk schijnhulst tuberose honeysuckle jasmine;63;7;0
978;Givenchy;L'interdit;195;80;EDP;Women;floral;patchouli vetiver;tuberose jasmine orange blossom;floral patchouli vetiver tuberose jasmine orange blossom;56;7;0
979;CAROLINA HERRERA;Good Girl;168;80;EDP;Women;arabian;tonka bean cocoa;tuberose jasmine sambac;arabian tonka bean cocoa tuberose jasmine sambac;48;7;0
980;Genie Collection;Premium;14;25;EDP;Unisex;oriental;amber patchouli musk;tuberose ylangylang jasmine;oriental amber patchouli musk tuberose ylangylang jasmine;57;7;0
981;Rasasi;Oud Al-Mubakhar;30;100;EDP;Men;arabian;sandalwood tonka bean musk patchouli;turkish rose violet geranium;arabian sandalwood tonka bean musk patchouli turkish rose violet geranium;73;10;2
982;Roberto Cavalli;Nero Assoluto;129;75;EDP;Women;arabian;ebony woodsy notes;vanilla;arabian ebony woodsy notes vanilla;34;5;0
983;Roberto Cavalli;Nero Assoluto;105;75;EDP;Women;arabian;ebony woody notes;vanilla;arabian ebony woody notes vanilla;33;5;0
984;GUESS;Homme;98;100;EDT;Men;spicy;patchouli sandalwood amber musk;vanilla orchid violet leaves vetiver;spicy patchouli sandalwood amber musk vanilla orchid violet leaves vetiver;74;10;2
985;Lattafa;Ana Abiyedh Leather;47;60;EDP;Men;musk;tonka bean guaiac wood;vanilla cardamom saffron;musk tonka bean guaiac wood vanilla cardamom saffron;52;8;0
986;Roberto Cavalli;Just Cavalli;101;90;EDT;Men;woody;leather;vetiver;woody leather vetiver;21;3;0
987;HUGO BOSS;Bottled Night;250;200;EDT;Men;woody;musk woody notes;violet;woody musk woody notes violet;29;4;0
988;MONTBLANC;Emblem;146;100;EDT;Men;spicy;tonka bean woody notes;violet leaf cinnamon;spicy tonka bean woody notes violet leaf cinnamon;49;8;0
989;MONTBLANC;Emblem;146;100;EDT;Men;spicy;woody notes tonka bean;violet leaf cinnamon;spicy woody notes tonka bean violet leaf cinnamon;49;8;0
990;HUGO BOSS;Nuit;162;75;EDP;Women;floral;sandalwood crystal moss warm woods;violet jasmin white florals;floral sandalwood crystal moss warm woods violet jasmin white florals;69;10;2
991;Elizabeth Taylor;White Diamonds;118;100;EDT;Women;floral;oak moss patchouli musk sandalwood amber;violet rose jasmine ylangylang;floral oak moss patchouli musk sandalwood amber violet rose jasmine ylangylang;78;11;2
992;Marc Jacobs;Daisy Eau So Fresh;179;125;EDT;Women;fruity;musk plum cedarwood;violet wild rose apple blossom lychee jasmine petals;fruity musk plum cedarwood violet wild rose apple blossom lychee jasmine petals;79;12;2
993;CARTIER;Pasha Edition Noir;198;100;EDT;Men;oriental;woody amber cedar accords;warm cuddly aromas;oriental woody amber cedar accords warm cuddly aromas;53;8;0
994;MONTBLANC;Legend Spirit;140;100;EDT;Men;citrus;white musk white woods cashmere wood oakmoss;water notes lavender cardamom;citrus white musk white woods cashmere wood oakmoss water notes lavender cardamom;81;11;2
995;BVLGARI;Petits Et Mamans;197;100;EDT;Women;floral;iris vanilla;white peach;floral iris vanilla white peach;31;5;0
996;Roberto Cavalli;Paradiso Assoluto;139;75;EDP;Women;floral;patchouli sandalwood vanilla cashmeran;wild jasmine red lily passionfruit;floral patchouli sandalwood vanilla cashmeran wild jasmine red lily passionfruit;80;10;2
997;Roberto Cavalli;Paradiso Azzurro;165;75;EDP;Women;fruity;cypress cashmere wood amber wood sandalwood vanilla;wild jasmine watery notes apple tuberose peach rose;fruity cypress cashmere wood amber wood sandalwood vanilla wild jasmine watery notes apple tuberose peach rose;110;15;2
998;GUESS;Dare;75;100;EDT;Women;citrus;coconut accords wood musk;wild rose elegant jasmine;citrus coconut accords wood musk wild rose elegant jasmine;58;9;0
